year,rank,name,url,founded,street1,city,state,zip,revenue,% growth,Headcount,Industry,Revenue Raw
2017,2959,QuoteWizard,quotewizard.com,1/1/06,157 Yesler Way 400 ,Seattle,WA,98104,77.2 million,113,95,Insurance,77219000
2017,3207,Involta,involta.com,1/1/07,305 2nd Street SE Suite 501,Cedar Rapids,IA,52401,42.5 million,101,172,IT Services,42504000
2017,4483,SingleHop,singlehop.com,1/1/06,230 S. Clark St. PO Box 415,Chicago,IL,60604,45.3 million,55,154,IT Services,45291000
2017,4047,Clinical Resources,clinicalresources.com,1/1/07,3338 Peachtree Road NE Suite 102,Atlanta,GA,30326,14.3 million,69,21,Health,14307050
2017,3205,Confirmation.com,confirmation.com,1/1/00,214 Centerview Drive Suite 265,Brentwood,TN,37027,24.1 million,101,90,Financial Services,24120962
2017,4436,Principle Solutions Group,principlesolutions.com,1/1/06,5 Concourse Parkway Suite 2700,Atlanta,GA,30328,107.6 million,57,650,IT Services,107601211
2017,3844,Platinum Realty,movewithplatinum.com,1/1/05,9393 W. 110th Street Suite 170,Overland Park,KS,66210,19.5 million,76,15,Real Estate,19502038
2017,4963,NPE,netprofitexplosion.com,1/1/06,4767 New Broad St ,Orlando,FL,32814,7.2 million,41,41,Health,7224510
2017,3277,Vivo,vivoinc.com,1/1/06,7901 Stoneridge Drive Suite 440,Pleasanton,CA,94588,17.5 million,98,25,IT Services,17457050
2017,4136,VOX Network Solutions,voxns.com,1/1/06,8000 Marina Blvd Suite 130,Brisbane,CA,94005,43.2 million,65,110,Telecommunications,43161286
2017,958,The Retail Outsource,theretailoutsource.com,1/1/00,800 S Douglas Rd. Suite 450,Coral Gables,FL,33134,20.1 million,455,1148,Retail,20055722
2017,2603,Kinnser Software,kinnser.com,1/1/03,2600 Via Fortuna Dr. Suite 150,Austin,TX,78746,58.6 million,135,228,Health,58625278
2017,3764,AVIAN,avianllc.com,1/1/06,22111 Three Notch Rd ,Lexington Park,MD,20653,29.5 million,79,189,Government Services,29459962
2017,4817,JeffreyM Consulting,jeffreym.com,1/1/06,1325 4th Ave Suite 1730,Seattle,WA,98101,22.7 million,46,311,Business Products & Services,22664446
2017,3955,Knight Point Systems,knightpoint.com,1/1/05,1775 Wiehle Avenue Suite 101,Reston,VA,20190,118.7 million,72,311,IT Services,118652464
2017,3793,Andromeda Systems,andrsysinc.com,1/1/05,615 Lynnhaven Pkwy Suite 104,Virginia Beach,VA,23452,37.1 million,78,250,Engineering,37068368
2017,4250,GPS Insight,gpsinsight.com,1/1/05,7201 E Henkel Way ,Scottsdale,AZ,85255,31.7 million,62,120,Software,31674445
2017,2105,Vivax Pros,vivaxpros.com,1/1/04,1050 Yuma Street ,Denver,CO,80204,25.3 million,175,130,Construction,25301539
2017,3582,JLab Audio,jlabaudio.com,1/1/05,3402 Piazza D'Oro Way Suite 230,Oceanside,CA,92056,28.8 million,86,25,Consumer Products & Services,28836267
2017,4950,Panthera Interactive,pantherainteractive.com,1/1/06,2831 St Rose Pkwy Suite 232,Henderson,NV,89052,9.4 million,42,12,Advertising & Marketing,9388700
2017,2904,Nuun & Company,nuunlife.com,1/1/04,"800 Maynard Ave S, Suite 102 ",Seattle,WA,98134,19.7 million,116,54,Food & Beverage,19700000
2017,4746,Birds Barbershop,birdsbarbershop.com,1/1/06,1902 S Congress Ave ,Austin,TX,78704,6.8 million,48,170,Consumer Products & Services,6795438
2017,4647,StealthCom Solutions,stealthcom.com,1/1/06,9475 Briar Village Point Suite 316,Colorado Springs,CO,80920,4.2 million,50,6,Government Services,4248073
2017,1813,Mainstreet,maininvest.com,1/1/02,"14390 CLAY TERRACE BLVD, SUITE 205 suite 205",Carmel,IN,46032,332.4 million,213,95,Real Estate,332447363
2017,5000,SBG Technology Solutions,sbgts.com,1/1/04,1737 KIng Street ,Alexandria,VA,22314,30 million,40,153,Government Services,30024158
2017,3062,FlexPrint Managed Print Solutions,flexprintinc.com,1/1/05,2845 N. Omaha Street ,Mesa,AZ,85215,79.1 million,108,287,IT Services,79141730
2017,1962,Fashionphile,fashionphile.com,1/1/06,6359 Paseo Del Lago ,Carlsbad,CA,92011,41.1 million,193,86,Retail,41099000
2017,2394,Rise Interactive,riseinteractive.com,1/1/04,1 South Wacker Drive Suite 300,Chicago,IL,60606,78.9 million,151,219,Advertising & Marketing,78883839
2017,4234,"Marathon Consulting (Virginia Beach, VA)",marathonus.com,1/1/06,4525 Columbus Street Suite 200,Virginia Beach,VA,23462,9.5 million,62,72,IT Services,9513918
2017,4631,The Intersect Group,theintersectgroup.com,1/1/06,10 Glenlake Parkway Suite 300 South,Atlanta,GA,30328,75.9 million,51,555,Business Products & Services,75860000
2017,2324,eTERA Consulting,eteraconsulting.com,1/1/04,1100 17th Street Suite 605,"Washington, DC",DC,20036,13.2 million,156,50,Business Products & Services,13181254
2017,2229,AKT Enterprises,aktent.com,1/1/05,6424 Forest City Road ,Orlando,FL,32810,18.5 million,164,125,Advertising & Marketing,18462658
2017,2353,Certent,certent.com,1/1/02,4683 Chabot Dr. ,Pleasanton,CA,94588,29.3 million,154,195,Financial Services,29326203
2017,3959,Alliant National Title Insurance Company,alliantnational.com,1/1/05,1831 Lefthand Circle Suite G,Longmont,CO,80501,123.6 million,72,68,Insurance,123587884
2017,3103,Community Impact Newspaper,communityimpact.com,1/1/05,"16225 Impact Way, Ste. 1 ",Pflugerville,TX,78660,24.5 million,106,167,Media,24542169
2017,4095,Sullivan Solar Power,sullivansolarpower.com,1/1/04,"8949 Kenamar Drive, Suite 101 Suite 101",San Diego,CA,92121,46.7 million,67,293,Energy,46708531
2017,3209,Ampcus,ampcus.com,1/1/04,14900 Conference Center Dr Suite 500,Chantilly,VA,20151,50.8 million,101,628,Government Services,50750000
2017,4120,milk + honey,milkandhoneyspa.com,1/1/06,"2905 San Gabriel St., Suite 300 2905 San Gabriel St., Suite 300",Austin,TX,78705,13.8 million,66,276,Consumer Products & Services,13756592
2017,3716,Focus Financial Partners,focusfinancialpartners.com,1/1/06,825 Third Avenue 27th floor,New York City,NY,10022,485.4 million,81,1393,Financial Services,485444000
2017,4163,HWC,hwcinc.com,1/1/05,"1100 New York Ave, NW Suite 250W",Washington,DC,20005,21.8 million,65,103,Government Services,21760763
2017,1853,IT Authorities,itauthorities.com,1/1/06,5540 Executive Drive ,Tampa,FL,33609,12.5 million,207,89,IT Services,12483999
2017,3000,DRT Strategies,drtstrategies.com,1/1/04,4245 North Fairfax Drive Suite 800,Arlington,VA,22203,46 million,111,212,Government Services,46031439
2017,4126,Power Home Remodeling,powerhrg.com/#!,1/1/91,2501 Seaport Drive Floor 4,Chester,PA,19013,402.2 million,66,1950,Construction,402177788
2017,3494,Kurgo Products,http://kurgo.com,1/1/03,2D Fanaras Drive ,Salisbury,MA,01952,14.1 million,89,23,Consumer Products & Services,14103776
2017,1033,Chameleon Integrated Services,chameleonis.com,1/1/03,3207 Washington Avenue ,St. Louis,MO,63103,39.4 million,415,350,IT Services,39367478
2017,2556,Arch-Con Construction,arch-con.com,1/1/00,"1335 West Gray, Suite 200 1335 West Gray, Suite 200",Houston,TX,77019,225.3 million,138,109,Construction,225299159
2017,4536,ComplianceSigns.com,compliancesigns.com,1/1/04,56 Main Street ,Chadwick,IL,61014,11.1 million,54,61,Manufacturing,11053772
2017,2214,Sandler Partners,sandlerpartners.com,1/1/03,1200 Artesia Blvd Suite 305,Hermosa Beach,CA,90254,60.7 million,165,56,Telecommunications,60737142
2017,4162,BuildASign.com,buildasign.com,1/1/05,11525A Stonehollow Dr. Suite 100,Austin,TX,78758,94.6 million,65,343,Consumer Products & Services,94575000
2017,4622,Motive Interactive,motiveinteractive.com,1/1/05,6020 Cornerstone Court West Suite 350,San Diego,CA,92121,28.8 million,51,33,Advertising & Marketing,28832831
2017,2188,Renters Warehouse,renterswarehouse.com,1/1/07,"13200 Pioneer Trail, Ste. 100 ",Eden Prairie,MN,55347,23.8 million,167,276,Real Estate,23811291
2017,799,WorldVentures,worldventures.com,1/1/05,5100 Tennyson Parkway ,Plano,TX,75024,880.4 million,565,732,Travel & Hospitality,880378456
2017,2174,EPIC Insurance Brokers and Consultants,epicbrokers.com,1/1/07,135 Main Street 21st Floor,San Francisco,CA,94105,203.5 million,168,780,Insurance,203451601
2017,3268,Nexcess.Net,nexcess.net,1/1/00,21700 Melrose Ave ,Southfield,MI,48075,23.3 million,98,125,Telecommunications,23288011
2017,1759,IDC TECHNOLOGIES,idctechnologies.com,1/1/03,1851 McCARTHY BLVD SUITE 116,Milpitas,CA,95035,200.6 million,221,180,IT Services,200551516
2017,4221,Aldridge,aldridge.com,1/1/84,4543 post Oak place Drive Suite 200,Houston,TX,77027,17.7 million,63,97,IT Services,17710772
2017,3555,PeopleTec,peopletec.com,1/1/05,4901-I Corporate Dr ,Huntsville,AL,35805,76.7 million,87,304,Government Services,76686952
2017,1603,TEKPROS,tekpros.com,1/1/05,5068 W PLANO PKWY STE 255 ,Plano,TX,75093,7.9 million,246,35,IT Services,7867451
2017,3659,Clickstop,clickstop.com,1/1/05,202 Blue Creek Drive ,Urbana,IA,52345,30.3 million,83,123,Retail,30333048
2017,2740,ProSites,prosites.com,1/1/03,27919 Jefferson Ave. ,Temecula,CA,92590,17 million,125,140,Health,16969611
2017,2948,Winslow Technology Group,winslowtg.com,1/1/03,303 Wyman St Suite 299,Waltham,MA,02451,25.2 million,114,30,IT Services,25190227
2017,2687,Sabot Consulting,sabotconsult.com,1/1/00,101 Parkshore Dr #100 101 Parkshore Dr #100,Folsom,CA,95630,3.9 million,129,18,IT Services,3933477
2017,3249,Team Epiphany,teamepiphany.com,1/1/04,1235 Broadway 4th Floor,New York City,NY,10001,22 million,99,60,Advertising & Marketing,21960489
2017,2602,BCT Consulting,bctconsulting.com,1/1/96,7910 N. Ingram Avenue Suite 101,Fresno,CA,93711,10 million,135,60,IT Services,9984139
2017,4646,HumanTouch,humantouchllc.com,1/1/98,7918 Jones Branch Dr Suite 800,McLean,VA,22102,33.6 million,50,193,Government Services,33580657
2017,4115,Citytwist,citytwist.com,1/1/03,1200 n federal hwy ste 417,Boca Raton,FL,33432,12.9 million,66,120,Advertising & Marketing,12884129
2017,3726,CTI,ctileadership.com,1/1/05,3802 Spectrum Blvd Suite 116,Tampa,FL,33612,3.3 million,80,17,Health,3344382
2017,2678,Blue Microphones,bluemic.com,1/1/95,5706 Corsa Ave #102 ,Westlake Village,CA,91362,55.9 million,130,60,Consumer Products & Services,55897000
2017,3397,Covenant Eyes,covenanteyes.com,1/1/00,1525 W. King St. ,Owosso,MI,48867,17.3 million,93,157,Software,17345843
2017,4668,The Mixx,themixxnyc.com,1/1/96,350 7th Ave. suite 1403,New York City,NY,10001,5.6 million,50,20,Advertising & Marketing,5560922
2017,4287,Keller Williams Capital Properties,kwcapitalproperties.com,1/1/06,3401 8th St. NE ,Washington,DC,20017,62 million,61,909,Real Estate,61997501
2017,2461,DataArt,dataart.com,1/1/97,475 Park Ave South Fl. 15,New York City,NY,10016,96.8 million,145,2000,Software,96773736
2017,2899,True Media,truemediaservices.com,1/1/05,500 Business Loop 70 West ,Columbia,MO,65203,97.1 million,117,113,Advertising & Marketing,97063540
2017,3228,Automated Voice & Data Solutions,avds.com,1/1/92,"1225 North Loop West, Suite 1055 ",Houston,TX,77008,18.9 million,100,40,Telecommunications,18934651
2017,3718,Rice & Gardner Consultants,ricegardner.com,1/1/05,6161 Savoy Dr. Suite 1212 ,Houston,TX,77036,5 million,80,29,Engineering,5048277
2017,3117,Manufacturing Technical Solutions,mts-usa.com,1/1/01,308 Voyager Way NW Suite 100,Huntsville,AL,35806,39.9 million,106,122,Government Services,39932997
2017,3160,Restoration Media,restorationmedia.com,1/1/01,17666 Fitch ,Irvine,CA,92614,19.6 million,104,35,Media,19628303
2017,4050,JMARK Business Solutions,jmark.com,1/1/88,601 North National Suite 102,Springfield,MO,65802,16.7 million,69,120,IT Services,16663643
2017,3005,Ansafone Contact Centers,ansafone.com,1/1/70,145 E Columbine Ave ,Santa Ana,CA,92707,23.6 million,111,500,Telecommunications,23646420
2017,2990,Infostretch,infostretch.com,1/1/04,"3200 Patrick Henry Drive, Suite 250 ",Santa Clara,CA,95054,42.3 million,111,761,Software,42339119
2017,4029,Praetorian Digital,praetoriandigital.com,1/1/99,200 Green St. 2nd Floor,San Francisco,CA,94111,14.5 million,70,101,Media,14466671
2017,2587,EO Products,eoproducts.com,1/1/95,90 Windward Way ,San Rafael,CA,94901,33 million,136,103,Consumer Products & Services,33029127
2017,3554,YU & Associates,yu-associates.com,1/1/92,200 Riverfront Boulevard ,Elmwood Park,NJ,07407,11 million,87,63,Engineering,11023695
2017,4283,Infomatics,infomatinc.com,1/1/98,31313 Northwestern Highway Ste 219,Farmington Hills,MI,48334,9.2 million,61,140,IT Services,9217831
2017,3093,Dominion Payroll,dominionpayroll.com,1/1/02,3200 Rockbridge Street ,Richmond,VA,23230,11 million,107,78,Human Resources,10993466
2017,3922,ProFloors,profloorsllc.com,1/1/02,5884 Peachtree Road ,Atlanta,GA,30341,24.4 million,73,32,Construction,24440000
2017,4330,Scott Brown Media Group,sbmg.com,1/1/05,645 Pressley Road Suite D,Charlotte,NC,28217,5.3 million,60,41,Advertising & Marketing,5280934
2017,1399,Trinity Solar,trinity-solar.com,1/1/94,2211 Allenwood Road ,Wall,NJ,07719,221.2 million,291,1247,Energy,221242302
2017,4560,Always Best Care Senior Services,alwaysbestcare.com,1/1/96,1406 Blue Oaks Boulevard ,Roseville,CA,95747,8.1 million,53,17,Health,8057987
2017,4383,DiscountMugs.com,discountmugs.com,1/1/95,12610 NW 115 Avenue ,Miami,FL,33178,155.5 million,58,854,Business Products & Services,155489198
2017,4312,Lewellyn Technology,lewellyn.com,1/1/93,6210 Technology Center Drive Suite 200,Indianapolis,IN,46278,10.5 million,60,56,Engineering,10498300
2017,4387,Mobile One Courier,mobileonecourier.com & www.fulfilltopia.com,1/1/96,1619 DIAMOND SPRINGS RD Suite C,VIRGINIA BEACH,VA,23455,5.5 million,58,100,Logistics & Transportation,5491315
2017,3470,GetWellNetwork,getwellnetwork.com,1/1/10,7700 Old Georgetown Road 4th Floor,Bethesda,MD,20814,80.5 million,90,282,Health,80450638
2017,3435,Fulcrum IT Services,fulcrumco.com,1/1/85,5870 Trinity Parkway Suite 400,Centreville,VA,20120,72.1 million,91,230,IT Services,72101327
2017,4305,ACTenviro,actenviro.com,1/1/00,1210 Elko Dr ,Sunnyvale,CA,94089,64.5 million,60,351,Environmental Services,64494476
2017,4696,eMazzanti Technologies,emazzanti.net,1/1/01,701 Grand Street ,Hoboken,NJ,07030,7.6 million,49,40,IT Services,7612949
2017,4351,Certified Languages International,certifiedlanguages.com,1/1/96,"4800 SW Macadam Avenue, Ste 400 ",Portland,OR,97239,29.3 million,59,120,Telecommunications,29313189
2017,2369,eSolutions,esolutionsinc.com,1/1/99,8215 W 108th Terrace ,Overland Park,KS,66210,42.4 million,153,199,IT Services,42419082
2017,4954,IMAGE LOCATIONS,imagelocations.com,1/1/02,9663 Santa Monica Blvd. #842,Beverly Hills,CA,90210,10 million,42,34,Media,9995580
2017,3134,OMG National,omgnational.com,1/1/90,1801 N Pine Island Rd Suite 200,Plantation,FL,33322,8.2 million,105,85,Advertising & Marketing,8156561
2017,4894,Creative Lodging Solutions,yourcls.com,1/1/02,3199 Beaumont Centre Circle ,Lexington,KY,40513,144.7 million,44,204,Travel & Hospitality,144686443
2017,1242,Allied Universal,aus.com,1/1/65,1551 N. Tustin Ave. Ste. 650,Santa Ana,CA,92705,3.4 billion,329,140000,Security,3431623000
2017,4621,ServerCentral,servercentral.com,1/1/00,111 W Jackson Blvd Suite 1600,Chicago,IL,60604,46.2 million,51,101,IT Services,46228985
2017,3464,Circle Computer Resources,ccr.net,1/1/86,845 Capital Dr. SW ,Cedar Rapids,IA,52404,16.7 million,90,97,IT Services,16698356
2017,3954,SOAProjects,soaprojects.com,1/1/04,"495 N.Whisman Road, Suite 100 ",Mountain View,CA,94043,26.7 million,72,216,Financial Services,26658629
2017,4068,O2 Fitness Clubs,o2fitnessclubs.com,1/1/02,135 E Martin Street ,Raleigh,NC,27601,29.6 million,68,1170,Health,29557400
2017,3433,Boston Health Economics,bhei.com,1/1/96,20 Fox Road ,Waltham,MA,02451,7.2 million,91,20,Health,7163518
2017,2683,SPEAR Physical Therapy,spearcenter.com,1/1/99,307 Fifth Avenue Floor 6,New York City,NY,10016,16.9 million,129,140,Health,16918969
2017,4275,Symmetry,symmetrycorp.com,1/1/96,400 S Executive Drive Suite 200,Brookfield,WI,53005,29.2 million,61,118,IT Services,29184925
2017,4020,Trexin Consulting,trexin.com,1/1/05,601 Carlson Parkway 10th Floor,Minneapolis,MN,55305,32.7 million,70,114,IT Services,32726609
2017,4205,UIC Technical Services,bowheadsupport.com,1/1/99,4900 Seminary Road Suite 1200,Alexandria,VA,22311,289.9 million,63,2759,Government Services,289937973
2017,3532,National Food Group,nationalfoodgroup.com,1/1/90,46820 Magellan Drive Suite A,Novi,MI,48377,113.4 million,87,95,Food & Beverage,113393169
2017,4870,Cooley,cooley.com,1/1/20,1114 Avenue of the Americas ,New York City,NY,10036,974 million,45,854,Business Products & Services,974000000
2017,3344,Blount Fine Foods,blountfinefoods.com,1/1/46,630 Currant Road ,Fall River,MA,02720,293 million,95,500,Food & Beverage,293036957
2017,2528,rEvolution,revolutionworld.com,1/1/01,600 W. Chicago Ave. Suite 220,Chicago,IL,60654,59.3 million,140,78,Advertising & Marketing,59335000
2017,2514,Hissho Sushi,hisshosushi.com,1/1/98,11949 Steele Creek Road ,Charlotte,NC,28273,122.1 million,141,583,Food & Beverage,122137008
2017,1296,Firespring,firespring.com,1/1/92,1201 Infinity Court ,Lincoln,NE,68502,28.2 million,316,229,Business Products & Services,28170418
2017,4716,Open Systems International,osii.com,1/1/92,4101 Arrowhead Drive ,Medina,MN,55340,79.9 million,48,433,Software,79904549
2017,2498,Five Star Restoration,fivestarrestoration.com,1/1/89,2372 Gold River Road ,Gold River,CA,95670,9.1 million,142,64,Construction,9110634
2017,4078,Premier Graphics,premieruplink.com,1/1/01,860 Honeyspot Road ,Stratford,CT,06615,13.1 million,68,70,Business Products & Services,13090203
2017,3106,Synergy Consortium Services,synergyconsortium.com,1/1/05,202 W. Verona Avenue ,Verona,WI,53593,26.3 million,106,3,IT Services,26329920
2017,4699,Ropes & Gray,ropesgray.com,1865-01-01,800 Boylston St ,Boston,MA,02199,1.5 billion,49,1161,Business Products & Services,1485500000
2017,2506,LiquidAgents Healthcare,liquidagents.com,1/1/03,"5810 Tennyson Parkway, Suite 300 5810 Tennyson Parkway, Suite 300",Plano,TX,75024,55.5 million,141,500,Health,55548908
2017,2222,Exude,exudeinc.com,1/1/96,2218 Race Street ,Philadelphia,PA,19103,8.6 million,164,50,Insurance,8636766
2017,4763,Trideum,trideum.com,1/1/05,655 Discovery Drive Suite 100,Huntsville,AL,35806,17.4 million,47,130,Government Services,17407375
2017,4591,SuperTech,atlantaforklift.com,1/1/97,480 Ethan Drive ,Fayetteville,GA,30214,3.6 million,52,22,Business Products & Services,3617138
2017,3681,EDTS,edtsolutions.com,1/1/99,"933 Broad St., Ste. 301 933 Broad St., Ste. 301",Augusta,GA,30901,10.9 million,82,75,IT Services,10913146
2017,4876,Embrace Home Loans,embracehomeloans.com,1/1/83,25 Enterprise Center 25 Enterprise Center,Newport,RI,02842,159.4 million,44,818,Financial Services,159406217
2017,3412,Pentec Health,pentechealth.com,1/1/83,50 Applied Card Way ,Glen Mills,PA,19342,146.9 million,93,524,Health,146929558
2017,4883,Morgan Lewis,morganlewis.com,1873-01-01,101 Park Avenue #45 ,New York City,NY,10178,1.9 billion,44,1844,Business Products & Services,1860000000
2017,4874,Baker Botts,bakerbotts.com,1840-01-01, ,Houston,TX,77002,846.5 million,44,708,Business Products & Services,846500000
2017,4991,Nelson Mullins,nelsonmullins.com,1897-01-01,Meridian 17th Floor,Columbia,SC,29201,380.5 million,41,515,Business Products & Services,380500000
2017,933,Benchworks,benchworks.com,1/1/91,954 HIgh St ,Chestertown,MA,21620,36.9 million,471,73,Advertising & Marketing,36900782
2017,428,adventur.es,adventur.es,1/1/07,315 N. 10th Street ,Columbia,MO,65201,73.6 million,1025,380,Financial Services,73634261
2017,3827,JMA Solutions,jma-solutions.com,1/1/05,600 Maryland Ave SW STE 400E,Washington,DC,20024,35.3 million,77,169,Government Services,35270967
2017,3537,Black Mountain Systems,blackmountainsystems.com,1/1/07,12526 High Bluff Drive Suite 160,San Diego,CA,92130,30.3 million,87,124,Software,30322064
2017,4137,Saxon Global,saxonglobal.com,1/1/08,1320 Greenway Drive ,Irving,TX,75038,17.1 million,65,143,IT Services,17076716
2017,2226,Yext,yext.com,1/1/06,1 Madison Ave ,New York City,NY,10010,89.7 million,164,630,Software,89724123
2017,3499,ymarketing,ymarketing.com,1/1/02,4000 MacArthur Blvd STE 350,Newport Beach,CA,92660,86.9 million,89,70,Advertising & Marketing,86894441
2017,4599,Build Group,buildgc.com,1/1/07,457 Minna Street ,San Francisco,CA,94103,302.8 million,52,447,Construction,302804245
2017,2054,Consolidated Asset Recovery Systems,ez-recovery.com,1/1/05,4800 Six Forks Road Suite 350,Raleigh,NC,27609,42.1 million,181,66,Financial Services,42137855
2017,3890,Star2Star Communications,star2star.com,1/1/06,"600 Tallevast Rd, Suite 202 Suite 202",Sarasota,FL,34243,57.9 million,75,294,Telecommunications,57874634
2017,2187,Rimini Street,riministreet.com,1/1/05,3993 Howard Hughes Parkway Suite 500,Las Vegas,NV,89169,160.2 million,167,853,IT Services,160174569
2017,1977,DiscoverOrg,discoverorg.com,1/1/07,805 Broadway Street Suite 900 ,Vancouver,WA,98660,59.4 million,191,316,Software,59417101
2017,3146,TeleQuality Communications,telequality.com,1/1/06,21202 GATHERING OAK ,San Antonio,TX,78260,23.8 million,104,47,Telecommunications,23780676
2017,2712,optimum employer solutions,optimumhr.net,1/1/07,2530 red hill ave #200 2530 red hill ave #200,santa ana,CA,92705,16.5 million,127,20,Human Resources,16463122
2017,2162,Ishpi Information Technologies,ishpi.net,1/1/06,401 Seacoast Parkway ,Mt.,SC,29464,61.1 million,168,410,IT Services,61053415
2017,1308,Eventellect,eventellect.com,1/1/05,3311 W. Alabama St. Suite 200 ,Houston,TX,77098,82.5 million,312,21,Retail,82494164
2017,3314,DBG Construction,dbgconstruction.com,1/1/07,1301 Cornell Parkway Suite 1000,Oklahoma City,OK,73108,6.1 million,96,21,Construction,6057747
2017,4420,DSYS,dsysinc.com,1/1/05,12700 Century Drive Suite C 127,Alpharetta,GA,30009,4.2 million,57,60,IT Services,4214066
2017,1461,ScribeAmerica,scribeamerica.com,1/1/04,1200 East Las Olas Blvd. ,Fort Lauderdale,FL,33301,198.7 million,277,11922,Health,198704607
2017,3820,Maximum One Realty,maximumone.pro,1/1/07,3200 Cobb Galleria Pkwy Suite 275,Atlanta,GA,30339,19.4 million,77,908,Real Estate,19392956
2017,4810,Search Influence,searchinfluence.com,1/1/06,935 Gravier Street Suite 1300,New Orleans,LA,70112,7.4 million,46,86,Advertising & Marketing,7378738
2017,2694,TISTA Science and Technology,tistatech.com,1/1/05,"1201 Seven Locks Road, Suite 350 ",Rockville,MD,20854,49.5 million,129,209,Government Services,49521544
2017,2796,M9 Solutions,m9solutions.com,1/1/07,4780 Ashford Dunwoody Rd Ste A-532,Atlanta,GA,30338,16.4 million,122,46,IT Services,16412893
2017,4292,AA METALS,aametals.com,1/1/03,11616 Landstar Blvd ,Orlando,FL,32824,229.2 million,61,49,Manufacturing,229234521
2017,3771,The Bowen Consulting Group,thebowengroup.com,1/1/05,10 Center Street #103,Stafford,VA,22556,12.9 million,78,111,Government Services,12945623
2017,1592,Dream Finders Homes,dreamfindershomes.com,1/1/08,360 Corporate Way ,Orange Park,FL,32073,294.8 million,247,163,Real Estate,294777000
2017,2979,Ring2Media,ring2media.com,1/1/09,121 Post Rd East ,Westport,CT,06880,14.4 million,112,10,Advertising & Marketing,14437666
2017,2690,Butterfly Effects,butterflyeffects.com,1/1/05,500 Fairway Dr. Ste. 102,Deerfield Beach,FL,33441,22 million,129,744,Health,22036296
2017,2363,Ampirical Solutions,ampirical.com,1/1/06,4 Sanctuary Blvd. Suite 100,Mandeville,LA,70471,47.6 million,153,137,Engineering,47619549
2017,2045,Code42,code42.com,1/1/01,100 S Washington Ave ,Minneapolis,MN,55401,107.7 million,182,450,Software,107703532
2017,1647,Pioneer Bank,pioneer.bank,1/1/07,623 W. 38th Street ,Austin,TX,78705,43.5 million,238,250,Financial Services,43525000
2017,3312,DigiCert,digicert.com,1/1/03,2801 North Thanksgiving Way Suite 500 ,Lehi,UT,84043,88.4 million,96,223,Security,88371346
2017,4074,Leading EDJE,leadingedje.com,1/1/07,1491 Polaris Parkway #191 ,Columbus,OH,43240,6.4 million,68,46,IT Services,6435388
2017,3014,nexVortex,nexvortex.com,1/1/02,510 Spring Street suite 250 ,Herndon,VA,20170,15 million,110,58,Telecommunications,14983819
2017,4968,OpenSymmetry,opensymmetry.com,1/1/04,9225 Bee Cave Rd Suite #100,Austin,TX,78733,26.9 million,41,142,Business Products & Services,26941391
2017,4635,The Lewis Chemical Company,lewischem.com,1/1/06,P. O. Box 231 ,Rome,GA,30162,26.1 million,51,53,Manufacturing,26135538
2017,4201,USAePay,usaepay.com,1/1/98,1833 Victory Blvd ,Glendale,CA,91201,11.7 million,63,70,Financial Services,11731149
2017,1864,Shelby Mechanical,shelbymechanical.com,1/1/07,1009 Broad Street ,Cinnaminson,NJ,08077,61.9 million,206,110,Construction,61914344
2017,4377,BSI ENGINEERING,bsiengr.com,1/1/07,300 E BUSINESS WAY STE# 300,Cincinnati,OH,45241,22.2 million,58,131,Engineering,22234607
2017,4213,Mortgage Capital Trading,mct-trading.com,1/1/01,"350 10th Ave., Suite 850 ",San Diego,CA,92101,15.1 million,63,85,Business Products & Services,15141000
2017,1278,E3 Federal Solutions,e3federal.com,1/1/04,8281 Greensboro Drive Suite 400,McLean,VA,22102,77.4 million,319,426,Government Services,77407692
2017,4181,SkillSurvey,skillsurvey.com,1/1/01,1235 Westlakes Drive Suite 330,Berwyn,PA,19312,21.8 million,64,77,Human Resources,21780016
2017,4023,Jackrabbit Technologies,jackrabbittech.com,1/1/04,9820 Northcross Center Ct ,Huntersville,NC,28078,9 million,70,48,Software,9030573
2017,3119,Pure Marketing Group,puremarketinggroup.net,1/1/06,5155 Shiloh Road Suite 200,Cumming,GA,30040,7.3 million,105,6,Advertising & Marketing,7254550
2017,3320,NorthStar Solutions Group,northstarsg.com,1/1/04,"2 Logan Square, Suite 300 ",Philadelphia,PA,19103,9.1 million,96,58,Business Products & Services,9136247
2017,3515,Logistics Planning Services,shiplps.com,1/1/87,731 Bielenberg Dr Suite 108 ,Woodbury,MN,55125,84.2 million,88,121,Logistics & Transportation,84219022
2017,3848,Magnolia Bakery,magnoliabakery.com,1/1/96,1841 Broadway Suite 1111,New York City,NY,10023,48.8 million,76,419,Food & Beverage,48824369
2017,2405,CollabraLink Technologies,collabralink.com,1/1/03,8405 Greensboro Dr Ste 1020 ,McLean,VA,22102,27.1 million,150,158,IT Services,27056089
2017,3429,OnCourse Learning,oncourselearning.com,1/1/07,20225 Water Tower Blvd. 4th Floor,Brookfield,WI,53045,71.2 million,92,351,Education,71195888
2017,4793,NGP VAN,ngpvan.com,1/1/97,1445 New York Ave. NW Suite 200,Washington,DC,20005,28.9 million,46,190,Software,28949396
2017,4016,Network Capital,networkcapital.net,1/1/02,"5 Park Plaza, #800 5 Park Plaza, #800",Irvine,CA,92614,45 million,70,520,Financial Services,45022075
